title,value
SEC announces 2022-23 men's basketball preseason teams,1
NIL money a magnet for college basketball players,1
K-State beats UT Rio Grande Valley 93-59 in Tang's debut,1
Scouting Duneland Athletic Conference girls basketball teams,1
Louisville escapes major sanctions in hoops bribery case,1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
Maryland opens Willard era with 71-49 win over Niagara,1
No. 18 Arizona's Ramey suspended first 3 games,1
COLLEGE BKB: Langerman makes impact beyond numbers for Arkansas women's basketball team,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Kansas suspends Self for 4 games in ongoing infractions case,1
Sheryl Swoopes Net Worth,1
UIL Strips Duncanville of 2022 6A State Basketball Title Over Ineligible Player,1
NIL money a magnet for college basketball players,1
"Obanor, Tyson lead No. 25 Texas Tech past Texas Southern",1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
Amazon Prime Video Expands Basketball Programming Through Overtime Elite Global Media Rights Deal,1
"Durant scores 27, leads Nets past Hornets 98-94",1
"Durant scores 27, leads Nets past Hornets 98-94",1
Owens' double-double sparks No. 18 Baylor women past Lamar,1
Uttar Pradesh's Abhyudaya Yadav is India's no 1 ranked 3×3 basketball player,1
"UK basketball commit Robert Dillingham signs with Overtime Elite, keeps college eligibility",1
"Obanor, Tyson lead No. 25 Texas Tech past Texas Southern",1
Indiana Pacers hold on to beat Miami Heat 101-99,1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
Al-Nasr and Al-Bataeh participate in Al-Ahly youth and the runners-up of the Basketball League,1
"Harden, Maxey lead 76ers past Wizards 118-111",1
Panola College-Grayson College Men's Basketball Highlights,1
No. 2 Stanford defeats Pacific on the road 98-44,1
"Harden, Maxey lead 76ers past Wizards 118-111",1
"George, Clippers rally past Spurs for third straight victory",1
Purdue Basketball to Honor Caleb Swanigan With Jersey Patch During 2022-23 Season,1
Another 30-point game by Doncic leads Mavericks past Jazz,1
"Top 10 returning women's basketball players, ranked by Autumn Johnson",1
College hoops to play on Election Day after NCAA rule change,1
Kansas suspends Bill Self for 4 games in infractions case,1
"Transfers Garcia, Cooper help Minnesota top Western Michigan",1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 20",1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
Indiana Pacers hold on to beat Miami Heat 101-99,1
"Williamson, Appleby lead Wake Forest over Georgia",1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
Could Gonzaga Basketball Join Baylor Bears in Big 12 Conference?,1
NIL money a magnet for college basketball players,1
"Missouri tops Penn 92-85, both hit 16 3-pointers",1
Freshmen lead No. 20 Alabama past Longwood 75-54 in opener,1
Report: Gonzaga met with Big 12 about potential move to conference,1
Key's double-double powers Ohio St. past Charleston Southern,1
Lifetime Adjustable Youth Basketball Hoop Only $54 Shipped on Amazon (Regularly $119),1
"Huskers, Bluejays get due in basketball in volleyball state",1
Freshmen lead No. 20 Alabama past Longwood 75-54 in opener,1
Defending state champion Cathedral basketball picked as favorite in City ahead of Attucks,1
"Howard vs. Kentucky, live stream, TV channel, time, odds, how to watch college basketball",1
All Things Bama Podcast: The Sports Trifecta,1
WOMEN'S COLLEGE BASKETBALL: DACC Women loses opener,1
"Emoni Bates drops 30, No. 22 Michigan beats E Michigan 88-83",1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
Louisville escapes major sanctions in hoops bribery case,1
College hoops to play on Election Day after NCAA rule change,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
Louisville escapes major sanctions in hoops bribery case,1
College hoops to play on Election Day after NCAA rule change,1
"S'Mya Nichols, ESPN's No. 34-ranked women's basketball prospect, commits to Kansas",1
Mountain West hires WCC Commissioner Gloria Nevarez,1
Freshmen lead No. 20 Alabama past Longwood 75-54 in opener,1
Indiana Pacers hold on to beat Miami Heat 101-99,1
Edey near perfect as Purdue handles Austin Peay 63-44,1
"Missouri tops Penn 92-85, both hit 16 3-pointers",1
K-State beats UT Rio Grande Valley 93-59 in Tang's debut,1
Top D-1 transfer to NJ D-1 schools,1
"George, Clippers rally past Spurs for third straight victory",1
"Transfers Garcia, Cooper help Minnesota top Western Michigan",1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
AP source: Katie Meier suspended for Miami's opening 3 games,1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 20",1
No. 18 Arizona's Ramey suspended first 3 games,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
"Harden, Maxey lead 76ers past Wizards 118-111",1
Louisville escapes major sanctions in hoops bribery case,1
Edey near perfect as Purdue handles Austin Peay 63-44,1
Maryland opens Willard era with 71-49 win over Niagara,1
Bears open season against Mississippi Valley sTate,1
Louisville escapes major sanctions in hoops bribery case,1
Louisville escapes major sanctions in hoops bribery case,1
"Lynx extend coach Cheryl Reeve, bump GM title to president",1
"Huskers, Bluejays get due in hoops in volleyball state",1
"Missouri tops Penn 92-85, both hit 16 3-pointers",1
Eastern KY sheriff found not guilty in basketball-related assault case,1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
"Kansas imposes four-game suspension on basketball coach Bill Self, top assistant Kurtis Townsend",1
Elite Pro Basketball's Delhi Leg Wild Card TTry-outs witnesses over 700 athletes,1
"Durant scores 27, leads Nets past Hornets 98-94",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 20",1
Women's basketball: Bates' Meghan Graff named preseason All-American,1
"OSU football star J.T. Tuimoloau won't play for Ohio State basketball, but loves hoops",1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
Sports on TV for November 7-13,1
Taylor propels Texas A&M over UL Monroe 87-54,1
Will Ohio State basketball play an NCAA Tournament game in Columbus?,1
"Hyland scores 24 points, Nuggets beat the Spurs 126-101",1
Indiana Pacers hold on to beat Miami Heat 101-99,1
Taylor propels Texas A&M over UL Monroe 87-54,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
March Madness a bedrock in ever-changing college landscape – KION546,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Kanye West-backed basketball team's game canceled by Morehouse College,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Soon, you'll be able to buy a beer at USI basketball games",1
NIL money a magnet for college basketball players,1
Cambridge brothers look to give boost to Arizona State basketball team,1
Kim Mulkey likens LSU-Alabama football game to 2005 LSU-Baylor women's Final Four game,1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
Myles Colvin Signs National Letter of Intent With Purdue Basketball,1
"Transfers Garcia, Cooper help Minnesota top Western Michigan",1
Another 30-point game by Doncic leads Mavericks past Jazz,1
Taylor propels Texas A&M over UL Monroe 87-54,1
Key's double-double powers Ohio St. past Charleston Southern,1
Hartford men's basketball coach John Gallagher resigns,1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
Freshmen lead No. 20 Alabama past Longwood 75-54 in opener,1
FanDuel Bracket City Live festival coming to Nashville,1
"Harden, Maxey lead 76ers past Wizards 118-111",1
"George, Clippers rally past Spurs for third straight victory",1
"Mavs bounce back, end Banchero's 20-point run to beat Magic",1
Louisville escapes major sanctions in hoops bribery case,1
No. 2 Stanford defeats Pacific on the road 98-44,1
Louisville escapes major sanctions in hoops bribery case,1
"What motivates Missouri Tigers hoops coaches Gates, Pingeton? A SportsBeat KC podcast",1
"Huskers, Bluejays get due in basketball in volleyball state",1
Vanderbilt basketball score vs. Southern Miss: Live updates,1
No. 15 Auburn uses second-half rally to beat South Florida,1
AP source: Katie Meier suspended for Miami's opening 3 games,1
Jackson State hoops alumnus passes at 21,1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
Another 30-point game by Doncic leads Mavericks past Jazz,1
Rockets Timberwolves Basketball,1
The US Embassy met the basketball player Griner in prison in Russia,1
"College Basketball Picks: Sharp Over/Under Best Bets for Vermont vs. Saint Mary's, Bethune-Cookman vs. Indiana",1
Selfies with Coach Butler and Women's Basketball!,1
"Carter scores career-high 36, Bucks beat Thunder in 2 OTs",1
"Jazz roll past Lakers again, 139-116 with LeBron sitting",1
March Madness a bedrock in ever-changing college landscape,1
"Williamson, Appleby lead Wake Forest over Georgia",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Larry Brown takes leave of absence from Memphis team,1
"George, Clippers rally past Spurs for third straight victory",1
Hartford men's basketball coach John Gallagher resigns,1
"Missouri tops Penn 92-85, both hit 16 3-pointers",1
"Durant scores 27, leads Nets past Hornets 98-94",1
"Sports on TV for Monday, November 7",1
NJHoops.com NJ D-3 Juco Preview 2022-23,1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
Takeoff – Police Investigating An Alleged Basketball Argument That Resulted In His Fatal Shooting,1
No. 19 Arizona's Ware out for the season with knee injury,1
"Emoni Bates drops 30, No. 22 Michigan beats E Michigan 88-83",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Louisville escapes major sanctions in hoops bribery case,1
Nets suspend Kyrie Irving without pay,1
Edey near perfect as Purdue handles Austin Peay 63-44,1
Key's double-double powers Ohio St. past Charleston Southern,1
Hartford men's basketball coach John Gallagher resigns,1
Here's How to Watch the NBA Games on Christmas Day 2022,1
Bucks' Pat Connaughton awarded NBA's Community Assist Award,1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
"Mikey Williams, JJ Taylor planning visits to Memphis basketball",1
'Plan for chaos': Roster upheaval dominates college hoops,1
Larry Brown takes leave of absence from Memphis team,1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
USA on brink of clinching spot in 2023 Basketball World Cup,1
No. 19 Arizona's Ware out for the season with knee injury,1
Report: Gonzaga met with Big 12 about potential move to conference,1
No. 2 Stanford defeats Pacific on the road 98-44,1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
Kansas basketball reportedly self-imposes 4-game suspension for Bill Self and Kurtis Townsend,1
Terrific 12 remember when they first started playing basketball,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
NJHoops.com NJ D-3 Juco Preview 2022-23 Atlantic Cape CC,1
Torres has college home,1
Taylor propels Texas A&M over UL Monroe 87-54,1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 20",1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
No. 12 Texas honors slain Houston Christian star Darius Lee,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
"How to watch Michigan vs. Eastern Michigan: TV channel, tipoff time, live stream",1
March Madness a bedrock in ever-changing college landscape,1
Alton youth basketball league signup underway,1
Kansas basketball reportedly self-imposes 4-game suspension for Bill Self and Kurtis Townsend,1
'Plan for chaos': Roster upheaval dominates college hoops,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Jerry Stackhouse, tired of facing Kendric Davis, had epic exchange after Vanderbilt-Memphis game",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"The schedule, teams and how to watch Chris Paul's HBCU Tip Off basketball tournament",1
"Jerry Stackhouse, tired of facing Kendric Davis, had epic exchange after Vanderbilt-Memphis game",1
Kansas Suspends Head Basketball Coach Bill Self,1
Nothing ordinary about Bay City whiz kid Eric Devendorf's rise to basketball fame,1
Taylor propels Texas A&M over UL Monroe 87-54,1
Thunder Ridge's Aspen Caldwell and Marley Spencer commit to play college basketball,1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
K-State beats UT Rio Grande Valley 93-59 in Tang's debut,1
"Phil Knight Invitational  JAM'N 107.5  Nov 24th, 2022",1
"Durant scores 27, leads Nets past Hornets 98-94",1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies",1
"UIL issues Duncanville girls basketball 1-year postseason ban, 3 years probation",1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
College hoops to play on Election Day after NCAA rule change,1
March Madness a bedrock in ever-changing college landscape,1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
More top D-1 transfers to NJ D-1 schools,1
"Transfers Garcia, Cooper help Minnesota top Western Michigan",1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
Maryland opens Willard era with 71-49 win over Niagara,1
Photos: Meet The Twin Basketball Sisters Going Viral,1
Louisville escapes major sanctions in hoops bribery case,1
Owens' double-double sparks No. 18 Baylor women past Lamar,1
K-State beats UT Rio Grande Valley 93-59 in Tang's debut,1
NIL money a magnet for college basketball players,1
NIL money a magnet for college basketball players,1
Louisville escapes major sanctions in hoops bribery case,1
S'Mya Nichols of SM West signs letter of intent with Kansas Jayhawks women's basketball,1
No. 2 Stanford defeats Pacific on the road 98-44,1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
Bucks match franchise record with 7th win to open season,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
March Madness a bedrock in ever-changing college landscape,1
Longhorns Brace for Season Opening Challenge against UTEP,1
March Madness a bedrock in ever-changing college landscape,1
"Kansas imposes four-game suspension on basketball coach Bill Self, top assistant Kurtis Townsend",1
"Durant scores 27, leads Nets past Hornets 98-94",1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 20",1
College hoops to play on Election Day after NCAA rule change,1
Canada announces financial support for Canada Basketball,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
"Williamson, Appleby lead Wake Forest over Georgia",1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 20",1
Inside Pac-12 Hoops with Colorado's Tad Boyle,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
"Missouri tops Penn 92-85, both hit 16 3-pointers",1
"Analysis: Jazz, Spurs off to surprising fast starts in West",1
Lakers brace for uncertainty after LeBron James injures groin against Clippers,1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
The John Clay Podcast: Kentucky's basketball opener; UK football's win at Missouri,1
Kansas basketball reportedly self-imposes 4-game suspension for Bill Self and Kurtis Townsend,1
Mega Bowl: Gym jam-packed for Plymouth's unified hoops showcase,1
Shoveling Snow To Practice Basketball: Greenfield Star Student Athlete,1
Introducing The 2022-2023 College Basketball All-Name Team,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Maryland opens Willard era with 71-49 win over Niagara,1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
"Stan Hardin, who led Fairdale basketball to back-to-back Sweet 16 titles in Kentucky, dies",1
NJHoops.com D-2 Juco College Preview 2022-23 Morris CC,1
NJHoops.com NJ D-3 Juco Preview 2022-23 Ocean CC,1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
Louisville escapes major sanctions in hoops bribery case,1
NYCHoops.net Weekly Roundup (11/7),1
Taylor propels Texas A&M over UL Monroe 87-54,1
No. 2 Stanford defeats Pacific on the road 98-44,1
USA on brink of clinching spot in 2023 Basketball World Cup,1
"How to watch UNC basketball vs. UNC Wilmington on TV, live stream plus game time",1
College hoops to play on Election Day after NCAA rule change,1
"PREP PROFILE: Versatile athletes help Linton emerge triumphant in football, basketball",1
"Obanor, Tyson lead No. 25 Texas Tech past Texas Southern",1
"Harden, Maxey lead 76ers past Wizards 118-111",1
"George, Clippers rally past Spurs for third straight victory",1
Join The N&O sports staff to talk college basketball and get your questions answered,1
"How to watch Duke basketball vs. Jacksonville on TV, live stream plus game time",1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
Jailed US basketball star Brittney Griner moved to penal colony in Russia,1
"Harden, Maxey lead 76ers past Wizards 118-111",1
Bucks match franchise record with 7th win to open season,1
ESPN's Computer Names The Worst Team In College Basketball,1
"Podcast: Where do Texans, Brandin Cooks go from here?",1
Old Dominion unveils statue of women's basketball luminary Nancy Lieberman,1
Phil Knight Invitational,1
Kansas suspends Self for 4 games in ongoing infractions case,1
K-State beats UT Rio Grande Valley 93-59 in Tang's debut,1
"Transfers Garcia, Cooper help Minnesota top Western Michigan",1
"Batcho, No. 25 Texas Tech overpower Northwestern State 73-49",1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Analysis: Jazz, Spurs off to surprising fast starts in West",1
Kansas suspends Self for 4 games in ongoing infractions case,1
"Pedulla scores career-high 20, Virginia Tech beats Lehigh",1
The NBA's surprise teams can teach the contenders a thing or two,1
'Plan for chaos': Roster upheaval dominates college hoops,1
Another 30-point game by Doncic leads Mavericks past Jazz,1
"Pedulla scores career-high 20, Virginia Tech beats Lehigh",1
"Emoni Bates drops 30, No. 22 Michigan beats E Michigan 88-83",1
Gallery: Gophers men's basketball nips Western Michigan,1
Hartford men's basketball coach John Gallagher resigns,1
NJHoops.com NJ D-3 Juco Preview 2022-23 Union CC,1
Kansas suspends Self for 4 games in ongoing infractions case,1
"How to stream Syracuse basketball's full 2022-23 season: Schedule, TV channels, live stream",1
No. 13 Hoosiers rout Morehead St. 88-53 in opener,1
Maryland opens Willard era with 71-49 win over Niagara,1
"Samantha Wagner, four-star wing, commits to Oregon women's basketball",1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
K-State beats UT Rio Grande Valley 93-59 in Tang's debut,1
Maryland opens Willard era with 71-49 win over Niagara,1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
From Senate to Sideline: Scott Brown Named Amesbury High School Girls Basketball Coach,1
"Jadakiss, Set Free Richardson, and More Connect Basketball and Culture at the Compound",1
Five things Auburn basketball has to do to repeat as SEC Champions,1
"How to watch OU women's basketball vs. Oral Roberts on TV, live stream",1
How does Syracuse basketball return to the NCAA Tournament? Here are 5 boxes to check,1
NIL money a magnet for college basketball players,1
Can the Rutgers basketball make it to their third straight NCAA tournament?,1
LSU Women's Basketball Promotional Calendar,1
Cavs guard Garland practices for first time since eye injury,1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
SWAC Men's and Women's Basketball Scoreboard,1
Another 30-point game by Doncic leads Mavericks past Jazz,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
DITV Sports: Iowa Basketball Opens Season with Doubleheader,1
No. 13 Hoosiers rout Morehead St. 88-53 in opener,1
"Pedulla scores career-high 20, Virginia Tech beats Lehigh",1
March Madness a bedrock in ever-changing college landscape,1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
NJHoops.com NJ D-3 Juco Preview 2022-23 Brookdale CC,1
NJHoops.com NJ D-3 Juco Preview 2022-23 Salem CC,1
"Obanor, Tyson lead No. 25 Texas Tech past Texas Southern",1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
NIL money a magnet for college basketball players,1
"Lynx extend coach Cheryl Reeve, bump GM title to president",1
Hartford men's basketball coach John Gallagher resigns,1
Former Maryknoll star takes over as Kalani girls basketball coach,1
Hartford men's basketball coach John Gallagher resigns,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
STULTZ: Rejoice! Auburn basketball is back,1
"Huskers, Bluejays get due in hoops in volleyball state",1
"Durant scores 27, leads Nets past Hornets 98-94",1
'Plan for chaos': Roster upheaval dominates college hoops,1
Pac-12 basketball contains a lot of hot seat coaches this season,1
Top D-2 transfers to NJ D-1's,1
UConn women's basketball 2022-23 team by the numbers,1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
Taylor propels Texas A&M over UL Monroe 87-54,1
No. 15 Auburn uses second-half rally to beat South Florida,1
Kansas suspends Self for 4 games in ongoing infractions case,1
"Jimmer's new goal: The U.S. Olympic team, in 3x3 basketball – KION546",1
"Preseason All-SEC women's basketball team, plus player and coach awards for 2022-23 season",1
Basketball to the big screen: Former Gonzaga guard Jeremy Pargo to play lead role in self-written movie,1
AP source: Katie Meier suspended for Miami's opening 3 games,1
"FCA Basketball Media Day: Players, coaches take to the stage to share thoughts on upcoming season",1
"PREP PROFILE: Versatile athletes help Linton emerge triumphant in football, basketball",1
Basketball background gives Orhorhoro unique edge,1
FIBA World Cup Asian Qualifiers: Saudi Arabia beats India 85-54,1
"Obanor, Tyson lead No. 25 Texas Tech past Texas Southern",1
Freshmen lead No. 20 Alabama past Longwood 75-54 in opener,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Louisville escapes major sanctions in hoops bribery case,1
No. 2 Stanford defeats Pacific on the road 98-44,1
"Arizona HS coaching moves: Gary Ernst, state's all-time winningest coach, assisting Gilbert boys hoops freshman team",1
No. 19 Arizona's Ware out for the season with knee injury,1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
NIL money a magnet for college basketball players,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Analysis: Jazz, Spurs off to surprising fast starts in West",1
Kansas suspends Self for 4 games in ongoing infractions case,1
Eureka High Volunteer Coach Arrested for Alleged Child Sex Abuse,1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
"George, Clippers rally past Spurs for third straight victory",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Top 10 Indian Basketball Players,1
"Williamson, Appleby lead Wake Forest over Georgia",1
Syracuse coach Jim Boeheim buys $5 million Skaneateles Lake estate,1
Sabrina Ionescu joins Oregon women's basketball support staff in part-time role,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Owens' double-double sparks No. 18 Baylor women past Lamar,1
Sports on TV for November 7-13,1
"Louisville women's basketball vs. Cincinnati: Live updates, score, highlights",1
Five early men's college basketball games to watch,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Reeves, Fredrick lead No. 4 Kentucky past Howard 95-63",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
'Plan for chaos': Roster upheaval dominates college hoops,1
Youth basketball registration open,1
Aggie Men's Basketball Is Back,1
"Williamson, Appleby lead Wake Forest over Georgia",1
Another 30-point game by Doncic leads Mavericks past Jazz,1
NIL money a magnet for college basketball players,1
"With aspirations of returning to basketball prominence, La Salle looks to a pair of twin transfers",1
Katie Meier Suspended for Miami Hurricanes' Opening 3 Games: AP Source,1
"Williamson, Appleby lead Wake Forest over Georgia",1
"Randy Booze April 24, 1954 – October 4, 2022",1
SLIDESHOW: Friday Harbor High School Homecoming Parade,1
"Kansas men's basketball announces four-game suspensions for Bill Self, Kurtis Townsend",1
College hoops to play on Election Day after NCAA rule change,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Love, Allen lead short-handed Cavaliers to rout of Pistons",1
Louisville escapes major sanctions in hoops bribery case,1
"Brown scores 24, Beal struggles as Celtics roll 112-94",1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
"Jim Boeheim Gets Career Win No. 1,100",1
Kemble Park basketball courts dedicated to activist Patrick Johnson,1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
"Area sports scoreboard for Thursday, November 10",1
Celtics' Sam Hauser helps break in new basketball court at Dorchester YMCA,1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
Jordan Kent and Ernie Kent break down Arizona's 17-point victory vs. Florida A&M,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Key's double-double powers Ohio St. past Charleston Southern,1
College hoops to play on Election Day after NCAA rule change,1
UofL 'ready to move forward' following IARP's ruling in NCAA case,1
March Madness a bedrock in ever-changing college landscape,1
"Eldridge Recasner: N'Faly Dante, Oregon ‘dominant' in season-opening victory",1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Harden, Maxey lead 76ers past Wizards 118-111",1
Hart hits 3 at buzzer to give Blazers 110-107 win over Heat,1
"Fox scores 37, hits 3 at OT buzzer, Kings top Magic 126-123",1
AP source: Katie Meier suspended for Miami's opening 3 games,1
Women's Hoops Hits New Era of Athleticism,1
Brew City Battle: Brewers host Badgers basketball games,1
AP source: Katie Meier suspended for Miami's opening 3 games,1
Fantasy Basketball Picks: Top DraftKings NBA DFS Plays for October 31,1
Donda Academy Basketball Tourney Cancelled Over Ye's Comments,1
AWC basketball teams open season by drowning Pirates,1
National Signing Day 2022 in central Ohio: High school athletes make commitments official,1
No. 19 Arizona's Ware out for the season with knee injury,1
Penn State men's basketball 2022-23 schedule,1
"Analysis: Jazz, Spurs off to surprising fast starts in West",1
Junior high girls basketball: Bureau Valley Storm land two second-place finishes in SRC,1
No. 18 Arizona's Ramey suspended first 3 games,1
"Once fellow NBA stars, Hardaway and Stackhouse set to face off as coaches for first time",1
"Duke basketball exhibition vs. Fayetteville State: The good, the bad and the great",1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
Key's double-double powers Ohio St. past Charleston Southern,1
"Love, Allen lead short-handed Cavaliers to rout of Pistons",1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
Key's 17 leads No. 11 Volunteers over Tennessee Tech 75-43,1
KU basketball hosts Pittsburg State in an exhibition game. Here's how you can watch,1
Doncic's 30-point streak hits 8 games as Mavs beat Raptors,1
No Gobert; Towns leads Wolves to 129-117 win over Rockets,1
No. 15 Auburn uses second-half rally to beat South Florida,1
Cops Investigating Argument Over Basketball that Led to Takeoff's Shooting Death,1
"Brunson, Barrett help Knicks rally to beat 76ers 106-104",1
"Emoni Bates drops 30, No. 22 Michigan beats E Michigan 88-83",1
"Freshmen lead No. 18 Virginia in rout of Monmouth, 89-42",1
"Williamson, Appleby lead Wake Forest over Georgia",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
College hoops to play on Election Day after NCAA rule change,1
"George, Clippers rally past Spurs for third straight victory",1
Indiana Pacers hold on to beat Miami Heat 101-99,1
Ionescu to return to UO as the Director of Athletic Culture,1
Kansas self-imposes four-game suspension for head basketball coach Bill Self,1
"Tatum scores 36, Celtics rally to hold off Bulls 123-119",1
Live with Mike Brey and Matt Zona,1
Owens' double-double sparks No. 18 Baylor women past Lamar,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
"Thursday basketball schedule includes makeup games between Flippin, Calico Rock",1
"Murray, Patrick McCaffery combine for 42, Iowa beats NC A&T",1
No. 15 Auburn uses second-half rally to beat South Florida,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
Owens' double-double sparks No. 18 Baylor women past Lamar,1
'Plan for chaos': Roster upheaval dominates college hoops,1
Embiid out for game vs. Wizards with 'non-COVID' illness,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
No. 19 Arizona's Ware out for the season with knee injury,1
Another 30-point game by Doncic leads Mavericks past Jazz,1
"Gethro Muscadin, ex-Kansas, New Mexico forward, dies at 22",1
"Durant scores 27, leads Nets past Hornets 98-94",1
Miami coach Katie Meier suspended for 1st 3 games of season,1
‘A Kind Human Being': Sarasota Star Student Athlete,1
Hartford men's basketball coach John Gallagher resigns,1
"Tennessee vs. Ohio State, live stream, TV channel, time, odds, how to watch women's college basketball",1
SLIDESHOW: Friday Harbor Elementary School Halloween Parade,1
Mountain West hires WCC Commissioner Gloria Nevarez,1
Five Best Halloween-Themed Basketball Shoes,1
Miami coach Katie Meier suspended for 1st 3 games of season,1
